userid,productid,rating
36129,mcl202393,4
56443,wcl138942,4
16030,acs202009,4
89076,msh174188,3
75768,str262141,4
62861,wcl003446,3
95654,app218758,3
73304,mcl027186,5
76117,wcl197550,5
35380,bag190808,4
87203,spf237046,3
68456,msh011336,3
82608,tvc065661,5
90344,wcl040403,4
68828,wcl080459,5
84185,tbp130308,5
67372,hkt068334,5
52030,wcl214107,5
50255,wcl105834,3
77248,acs192640,3
41774,wcl018636,4
44176,str243258,3
27994,tvc234372,3
21692,acs128525,5
76548,acs211190,3
14294,app126537,5
57452,acs052538,4
43348,mcl232138,5
23807,bth072835,3
42935,hkt209834,4
60053,app178881,5
55913,wcl080335,5
40352,app026407,3
22342,wcl224576,5
90314,ind171575,3
25028,bag041545,5
75583,str227654,3
57782,acs103060,4
31956,tvc089893,3
25796,mcl041125,4
83259,app104261,4
39060,tvc217326,5
53309,kfa157359,3
77768,kfa184184,4
98713,mcl155067,5
52469,tvc231285,3
34801,acs011829,4
27897,str082235,4
64328,tvc119282,4
49373,msh098588,4
62707,tvc224364,4
61525,wcl161850,4
39166,acs095206,3
24437,tvc242644,5
81532,tvc184501,5
17038,hkt087824,5
13827,mcl065521,5
62178,tvc255053,4
97360,str006490,4
55965,acs060086,3
92429,app200788,5
52252,wcl245632,5
54601,str085089,4
77712,wcl233495,5
76680,tbp066735,3
91410,wcl051510,3
31158,acs153082,5
66521,tvc104413,3
94776,msh053657,4
14108,mcl195057,3
98570,acs060865,5
74060,wcl205668,4
36101,tvc173237,5
85855,wcl187284,5
97636,wcl101358,5
69894,msh112269,5
63308,mcl184582,3
47308,acs029414,5
61219,msh122613,3
17844,hkt157967,4
77768,wcl021910,5
81520,acs240077,4
59444,acs240521,5
28288,app230736,5
24303,wcl186181,4
12094,str188357,3
48047,mcl251431,5
83609,acs219530,4
75622,tvc120246,3
73068,app081412,5
14599,app030511,5
58799,msh127712,5
98439,tvc066087,5
12476,wcl073501,3
45189,wcl036990,3
13620,msh021635,4
96570,wcl051964,3
50525,msh112368,3
47931,wcl107406,3
35569,acs107029,3
46655,wcl009884,3
12815,tvc122757,4
68131,acs225158,3
77309,wcl257855,3
64344,str157966,3
97531,hkt192532,4
96053,wcl043270,5
75142,app039197,3
50011,msh031894,3
62999,msh251641,5
67668,mcl046472,5
10033,acs092073,5
61219,wcl021223,4
36004,tvc234834,4
27585,msh251398,4
41272,wcl085278,3
33552,app083260,5
56734,bag076270,4
26507,msh159618,3
92016,tvc195680,4
71336,acs224461,3
38669,wcl214715,3
63269,tvc079351,3
95767,tvc106466,5
72477,str203096,5
87317,acs138120,5
58345,acs048346,4
19983,str143460,4
64344,kfa057487,4
86960,wcl028581,5
83259,cmb250131,4
56449,hkt202703,3
14343,mcl184609,3
23065,app150276,3
89076,app240987,5
81532,tbp183699,3
40311,mcl060073,5
40371,wcl225246,5
45501,msh090243,4
14453,mcl024242,3
32020,acs187074,5
77362,cmb038811,3
72010,tvc116231,5
79160,wcl060071,5
55524,wcl051457,4
87062,tvc065254,4
95543,app027836,5
70980,tbp069585,4
93311,acs150344,4
69459,tvc257118,3
10290,acs001058,3
61384,str174483,5
45144,acs038249,4
87203,acs194908,3
51121,acs001613,4
74497,wcl225753,3
61628,wcl073898,4
83184,acs011460,3
26621,ind017056,5
39369,tvc148482,3
24700,spf062170,5
55272,mcl118141,5
86733,acs253523,3
82830,bth178288,5
36579,wcl081872,3
31371,ggf174266,3
61616,kfa008804,3
41759,hkt066362,5
63269,bth041888,5
47981,spf254264,3
46089,app042827,4
62268,msh029183,4
35177,app119777,3
59082,mcl065744,3
26930,ind000850,4
47085,tvc046254,4
16030,hkt153548,4
47718,acs052506,5
36004,app130679,3
95570,wcl046031,4
57634,msh151937,3
57469,wcl137286,4
92463,acs113377,3
43236,tbp121439,5
77035,bth259827,3
94712,msh220236,3
57182,acs142688,4
29576,acs115916,3
31781,tvc016429,3
56404,tvc254158,4
42119,str234964,5
31158,tbp199515,5
23041,str070155,3
24455,acs146485,5
60555,spf070920,4
68828,acs157229,5
91956,tvc052384,3
42559,wsh232926,3
44666,acs135006,4
11045,tvc115233,5
15157,str207219,4
70547,wcl202410,4
84680,tvc177766,3
67366,app031424,3
32222,hkt060214,4
80153,tvc234573,3
75157,tbp066553,3
20690,wcl255530,5
33657,kfa179287,4
20915,wcl069298,3
33186,wcl256705,3
62803,spf195375,5
16321,acs138219,5
55428,acs023468,3
63269,str095551,5
64344,tbp262138,5
62585,msh233028,5
17701,acs219891,3
17171,mcl097453,4
42500,msh162780,3
60449,tbp207008,4
33261,acs246388,5
81596,acs242551,5
23194,cmb265411,3
18629,wcl134950,5
73691,hkt021504,4
97045,wcl232009,3
84804,wcl172902,4
21221,mcl039999,5
61195,wcl257267,4
15030,acs098739,3
55165,wcl012609,4
23976,str046550,5
81732,wsh115502,5
21488,bth113602,4
45722,acs105538,4
61135,acs047746,5
95797,hkt169940,3
70117,wcl136802,4
54143,msc097192,3
49635,mcl053915,4
99587,wcl037812,4
32922,hkt244580,3
29253,app202389,4
32488,wcl023212,3
33569,acs151444,5
91682,acs265642,4
33901,tvc251482,3
83445,bth079578,3
46048,spf024281,5
72945,tvc065251,5
66162,tvc080334,5
89913,tvc189435,4
75552,mcl163165,3
39592,msh015533,4
99162,mcl255882,3
37122,str148872,4
61935,ind092021,5
59179,tvc220806,4
83700,wcl169396,4
76721,acs161950,3
55272,tvc008722,3
17374,tvc254152,4
90134,mcl239388,4
52422,tvc061926,4
95879,wcl082251,4
28288,app224011,3
28898,ggf196312,4
33552,acs130920,3
19587,wcl113483,5
62685,wcl001123,5
53340,mcl030577,3
41093,str205950,5
12596,hkt214786,3
90341,kfa199694,4
82608,wcl149432,5
62666,tvc017302,4
67919,hkt154618,3
23065,tvc122757,4
98275,acs205757,4
24455,acs246135,5
10927,tvc070987,5
34311,wcl211567,3
70663,bth121367,3
48366,msh231349,3
62635,mcl210604,5
41325,tvc074988,5
85104,tbp002847,4
30678,mcl250760,4
99273,app039225,3
77435,mcl103884,5
55913,msh222136,3
97659,str135241,5
86934,wcl202062,4
77837,acs215581,3
72010,tvc144417,3
90306,app163531,4
90638,wcl031501,4
78135,wcl212406,4
34497,tvc115747,5
80817,tvc208905,3
23519,app161863,3
19983,tbp093415,4
13422,acs193453,3
23416,acs068082,3
81616,tvc045261,4
11873,str147006,5
30911,msc230041,4
13827,msh173879,5
80203,tvc078483,3
13618,wcl173208,4
36579,wcl188274,4
87222,bth037328,4
69537,str238224,5
10484,wcl247588,5
72524,acs218704,5
27585,acs126090,4
87222,mcl145730,5
82517,bag097076,3
70976,app224015,4
72550,mcl131969,3
27513,tvc186163,4
75968,mcl188142,3
49265,acs060907,3
47987,acs265339,3
16843,spf008321,5
93295,hkt088471,4
36211,msh145828,5
20213,mcl250783,4
93295,wcl115988,4
14511,wcl167340,4
79977,wcl182766,3
62081,str262761,3
46483,acs079111,5
51121,wcl100730,5
85460,wcl040526,4
16384,app084930,5
76150,wcl042488,3
61886,tvc028194,5
17130,bth020826,3
51068,wcl070772,4
37349,spf231798,4
89151,hkt029160,4
19453,tvc049056,4
19795,acs184137,5
86149,acs122084,3
13643,wcl075357,5
56037,app182863,3
49125,tvc212159,3
66995,acs101517,3
37091,app062655,3
49220,kfa114247,4
38582,tbp206752,3
82813,tvc008458,4
57869,tvc239917,3
31446,acs078511,4
37364,wcl257801,3
73680,mcl176172,3
24409,mcl265098,3
50165,wcl113798,3
32020,ggf117040,3
95543,bag027132,4
80192,tbp165512,5
78621,str054568,5
91956,tbp162067,3
92238,acs103223,4
99402,bag212087,4
57423,acs000278,4
45189,acs264918,3
53133,ind222804,3
29667,wcl022378,4
17130,app121430,3
84100,acs229163,5
10033,wcl043005,4
53195,wcl217850,4
97531,msh075346,3
67755,wcl211167,4
61076,wcl059951,3
40491,msh182542,5
93267,acs000023,4
19628,wcl207692,3
88857,bag072524,5
23767,wcl061387,3
80921,wcl056840,5
15030,wcl061695,4
22429,wcl034789,5
74584,str032145,3
27513,mcl237033,4
36390,acs109676,4
99930,acs138095,4
45267,wcl014793,3
12225,wcl086642,3
60598,wcl193904,5
62081,spf037044,5
36048,tvc145919,4
32907,wcl154863,3
78469,kfa054939,5
12067,kfa170453,5
13422,app073359,4
39890,wcl264829,5
62803,acs146474,3
68946,tbp199736,5
48705,hkt143569,4
17130,str102257,4
27048,hkt151591,3
65695,acs070868,5
40552,wsh123159,3
63630,hkt151671,3
68508,ggf222662,5
51121,wcl143226,5
82770,app091290,5
83003,wcl167976,5
49174,acs130422,3
55167,mcl137749,3
82420,wcl104178,4
39129,mcl198293,5
41276,wcl044484,5
55887,wcl226920,5
49501,tvc150541,5
37561,wcl049637,5
34834,bth159769,5
42415,hkt040284,4
48980,acs051481,4
63413,mcl203194,4
15035,acs220453,4
30846,app023241,3
16843,wcl066925,4
70960,app221999,5
88920,acs195607,3
30417,wcl165761,3
17361,tvc120405,3
71954,bth170337,5
98549,wcl150553,5
93014,bth100649,3
81177,tvc100911,4
34478,tvc188863,4
61219,wcl009279,5
23836,ggf259171,4
28087,tvc215334,3
96927,msh133481,5
51019,kfa016733,4
31212,wsh184456,4
55965,spf168799,3
41276,app241073,3
32369,mcl206459,3
69459,msh001750,3
97666,str011908,5
43634,bag187585,5
38582,wcl060863,3
93184,hkt044594,5
32488,acs254738,5
39712,wcl208746,5
38023,app266192,4
73564,acs162670,4
60163,bth167653,4
79160,str020773,4
50128,tvc063290,4
65293,wcl133718,3
45217,acs060538,5
36601,app245833,5
27113,acs209543,3
74339,wcl071459,4
68888,tvc045339,5
42387,cmb105487,3
59444,acs187591,5
10184,mcl100234,4
72563,app161819,3
91224,acs244847,4
26832,tvc026510,3
75968,acs165996,3
75741,app031783,3
85050,app144112,5
80817,wcl251447,5
36446,tvc039504,4
63031,mcl262382,4
65906,acs262158,5
36190,mcl109295,5
53517,app218781,4
23836,tvc183411,3
67755,tvc069808,4
82420,tvc143656,5
58060,spf183603,3
74497,hkt046825,3
66173,app091803,5
10059,tvc235555,4
93311,acs024736,3
37341,tvc114279,4
30950,acs257940,3
60289,acs226643,3
87745,mcl146085,3
69480,tvc249111,3
83108,tvc179407,4
14337,mcl053758,4
31726,msh203549,5
33195,acs243042,4
26660,acs174473,4
65576,kfa217428,4
77309,str226893,5
43376,str028323,4
68212,tvc170413,4
21307,msh261163,4
94854,mcl147122,5
83233,bag244437,4
71568,tvc132835,5
59175,str216077,4
14769,tvc092471,3
80080,tvc171036,4
39716,acs062074,4
67685,acs069174,4
32060,str055625,5
95243,tvc068601,4
58073,mcl179034,5
36390,wcl215422,4
41093,wcl197812,5
83474,str091847,3
42551,hkt034278,4
47042,wcl198701,3
62268,acs130814,4
84882,wcl018013,5
90350,acs216675,4
47023,wcl175708,5
88351,wcl262746,3
78372,acs242228,3
64071,tvc210247,3
18740,wcl027521,3
88365,spf166421,4
44322,wsh165407,5
29040,str023370,5
91567,msh055733,5
99930,acs150901,4
90903,spf069168,4
83700,acs248521,3
39764,acs149982,3
92355,str237851,4
14453,hkt212358,5
66005,msh099388,5
29095,acs119111,5
91142,mcl255390,4
92124,app231680,4
91682,acs049803,3
82813,kfa246015,5
95879,acs015300,5
29077,str053389,4
44840,msh220491,5
49125,bag123122,4
30469,acs173736,4
12744,acs045800,5
86598,acs164561,4
41325,acs169210,4
98880,wcl033932,3
39060,acs071476,3
69326,acs053616,5
79930,hkt262778,3
82852,spf102924,5
82329,msh237397,4
44774,spf125896,5
49999,bth187386,4
61398,msh167836,5
86931,acs222560,5
68119,spf042684,5
92355,wcl233643,3
78186,acs088754,4
63133,tvc260775,4
49557,kfa098714,5
53066,acs133696,5
39457,wsh214336,5
12342,wcl092780,3
33104,acs218636,4
21488,tvc130363,5
45765,mcl183935,3
44341,tvc247977,4
65934,tvc160418,4
60053,wcl025574,4
97320,msh211111,3
67685,mcl238187,5
42387,str068828,5
41172,tvc205517,3
91410,tvc125282,4
61758,acs116388,4
76021,wcl189001,4
99930,wcl216310,4
12664,app009656,4
92016,mcl222965,4
38358,str140900,3
86851,wcl165496,5
73392,mcl253687,3
44125,tbp222819,3
51882,acs189742,5
48042,acs136061,4
78651,app240276,5
50214,tvc194865,3
47987,ind140848,5
76587,app023232,5
63524,acs256172,5
30980,tvc130496,5
88661,msh082272,5
68152,spf004478,5
31216,acs212194,5
49227,mcl000589,3
47987,msh052118,3
83852,wcl254417,3
91239,acs205295,5
53213,ind130339,5
48585,bth054697,5
13733,acs015316,3
60650,spf027146,3
90202,msh192223,5
43618,str249698,3
96195,str087431,3
43123,acs129626,5
11045,msh102163,4
69189,acs099402,4
83622,wcl096363,5
59413,tbp141056,3
59007,tvc151434,3
73722,msh083227,5
70405,acs182331,4
93532,acs139505,4
48860,app209898,5
78426,wcl112634,5
78027,tvc147273,4
67685,msh104116,3
91224,hkt214398,3
79643,acs015846,3
74427,app046991,5
92429,wcl189993,5
97659,acs146863,3
75141,tvc050261,4
66148,acs079193,5
75768,tvc078850,4
47341,spf084408,4
58879,wcl251177,3
34705,wcl084314,4
86739,wcl170414,4
66633,msh038981,5
28305,msh150900,3
57469,tbp108080,5
55372,hkt180629,4
62081,str201957,3
53150,spf219174,4
73761,tvc103969,5
45751,tvc169567,3
68119,acs216045,4
48047,acs159770,4
40311,acs147752,3
75768,tbp096159,3
58377,acs210215,3
78454,tvc180986,5
90903,wsh162621,3
97919,bth174113,3
26605,app006946,3
63436,wcl230183,3
51765,msh214903,3
17774,wcl250511,4
70680,acs117780,5
78346,app087980,4
96686,acs173780,5
75552,msh097962,3
62899,tvc022033,5
26068,app241316,4
46048,wcl123026,3
63233,tvc250969,5
44332,app001535,3
42896,wcl069764,5
97941,bth109452,4
87583,tvc264471,4
80015,str257222,3
82203,mcl226978,4
69480,msh151537,4
26239,cmb121565,5
45022,tvc198073,4
21281,mcl134287,3
74187,msh062623,3
38963,acs076435,3
96000,wcl093364,4
89186,msh252606,3
90389,wcl086948,4
84999,mcl184609,3
59007,wcl248341,4
43123,wcl086820,4
43390,tvc124850,5
84709,app016647,5
51676,acs068580,4
50525,wcl022836,5
95423,wcl250934,4
84709,cmb032020,3
26497,acs027497,4
72468,app172722,4
27372,msh092513,3
83622,hkt045237,4
22512,tvc239876,5
43812,acs005650,5
52422,acs127337,5
99642,mcl006356,3
46324,tvc230548,3
67755,mcl143254,5
45200,acs003629,5
44322,str050070,5
51204,acs040009,4
40258,acs066013,3
25523,tbp167101,3
77036,tbp211503,4
55167,acs046526,4
96676,bth044893,3
46827,str226402,3
74724,acs076372,5
93239,tvc155835,5
58377,msh051648,3
25305,acs202322,4
41276,wcl095938,3
86959,msh264173,3
98540,acs025342,4
23165,mcl121840,5
30128,msh029451,4
61621,hkt045074,4
24621,msh033588,4
17229,wcl040321,3
77712,spf122638,5
98166,bag156379,4
27115,hkt149868,4
64560,wcl223451,5
45501,wcl246044,3
82948,wcl169317,5
25837,wcl106963,3
72028,acs015052,4
33368,wcl241990,3
71836,msh199026,5
18954,acs237665,5
16164,wcl102055,4
53460,ggf250890,3
87583,wcl135105,5
10150,wcl215760,3
69182,acs017870,4
90903,mcl257330,5
51529,tvc194296,4
80348,acs107493,5
13949,wcl181501,4
58200,bth248441,4
37133,mcl175871,3
45488,wcl100411,4
26718,str146055,4
25028,tvc195789,3
91335,str237192,3
35792,mcl189873,5
87667,tvc172944,3
40307,wcl220117,5
47341,str215672,4
14108,wcl246947,4
62858,mcl263519,4
30844,msh223022,3
61556,mcl002942,4
34641,tvc117591,4
35262,wcl094010,4
97659,msh203887,4
61621,msh088034,4
62666,acs093038,5
31446,mcl100184,5
70024,str043439,4
29077,tvc149475,3
11495,cmb039117,5
32713,wcl168108,4
20038,app246529,5
26605,wcl164091,3
97656,hkt194635,5
87317,wcl142490,4
55210,mcl184859,4
19692,acs249442,5
44971,mcl126630,5
52864,spf259406,4
45751,mcl183967,4
39645,mcl238380,5
26949,acs118661,5
51600,acs045857,5
71300,str163534,3
78186,acs083086,4
88702,mcl199401,5
23065,acs089576,4
50128,acs147780,3
81648,tvc127964,4
45966,tvc127240,3
11873,tvc124007,5
61219,acs106897,5
60847,wcl220946,4
82919,acs003120,5
18083,kfa013827,4
36541,wcl015165,4
51372,str110212,4
37348,ggf248638,4
71300,hkt106849,5
95103,wsh088011,3
51732,acs043226,5
84082,mcl018852,4
76898,acs061219,3
86149,hkt077218,5
16843,spf204878,3
45128,msh019358,3
28170,msh248597,5
33368,acs130207,5
22225,hkt161808,5
10963,wcl097710,3
12056,acs076460,4
41172,acs223658,3
11217,msh228389,5
89186,wsh201275,3
41205,acs043235,5
39969,wcl172435,4
93350,acs086991,5
14255,bth209884,4
52835,app006946,3
22298,wcl195192,5
89474,msh088852,3
17696,bth179644,4
52469,acs206334,3
39166,wcl202687,4
61995,mcl250998,4
29477,wcl232120,4
66888,msh135583,5
55861,msh170054,3
37260,tvc191695,3
37091,wcl110760,4
48490,hkt050953,5
91410,kfa076504,3
22342,acs161737,3
59413,tvc176220,3
54414,wcl164822,5
96927,acs210894,3
63638,acs061891,3
75221,tvc065052,3
63086,tvc237361,3
42896,acs184238,3
60438,acs045783,4
52112,msh077663,5
13204,acs098958,3
71196,acs213598,3
36228,acs191711,3
91107,bag258029,5
75517,wcl073898,5
34973,tvc075455,5
39060,tvc109767,3
84725,bag131994,5
18861,kfa145372,3
17278,bth120925,5
58073,mcl239034,5
15030,mcl195887,3
82830,acs028002,5
97830,acs025510,5
65042,acs251506,5
78749,msh088034,4
80887,mcl102288,4
53527,app059671,5
82329,bag170029,3
59082,mcl046598,4
34641,mcl035158,4
81404,wcl134819,4
35160,tvc060354,3
23519,acs012992,3
66633,msh136756,3
64817,tvc108102,5
76715,str136271,5
27361,tvc018577,5
37412,acs260957,5
20213,acs250150,3
11937,str189797,3
63521,tvc022258,3
19665,acs242129,3
37260,mcl064244,5
92124,wcl036546,5
19665,msh235073,4
14166,acs033105,5
39060,wcl072717,3
83108,wcl203682,3
70207,tvc080229,4
54586,ggf107834,5
59263,acs231485,4
18213,wcl086195,4
22153,wcl136802,3
44322,wcl198711,4
70680,str133726,3
41011,msh213987,4
42635,app044603,5
36124,mcl145248,3
57130,wcl080376,5
27361,tvc006976,3
72477,hkt040284,3
52722,app078336,5
12124,spf254264,4
62707,str139590,5
58915,tvc067811,3
23511,acs151370,4
63269,wcl217558,4
60103,acs262159,5
45308,app249951,3
48705,wcl006246,4
44341,str025289,5
11217,acs015826,3
22163,acs079035,5
14872,hkt077218,3
48042,acs057532,4
49693,wcl132237,3
35501,hkt253035,5
19288,mcl065129,5
37868,tvc117561,5
75142,wcl235741,4
60635,acs184175,3
55067,app146161,3
47981,app189077,3
91312,mcl255035,4
18829,acs123903,3
96676,mcl153469,4
87320,acs161211,5
53213,spf251421,4
38698,tvc134168,4
87687,mcl019806,4
69477,tvc047350,4
50483,msh192121,3
98975,str092949,5
36129,tvc263975,5
28677,acs131531,3
32907,tvc218835,4
84783,tvc231499,5
37578,mcl143812,4
24449,acs239819,3
84882,acs184036,5
72563,acs027360,4
85367,mcl035788,4
23065,acs011670,4
30168,ind016939,3
27744,acs084577,4
63727,tvc049371,4
67585,acs083226,5
73139,bth191183,3
50259,acs194801,5
54143,msh262665,5
98467,wcl125740,5
88661,acs075222,4
87390,acs119893,3
48585,wcl108883,3
15281,tvc090603,4
67428,str198790,5
63638,str175678,5
93723,kfa170619,4
85131,acs230069,4
27048,tbp161729,5
29477,wcl055627,3
33368,app083832,4
30498,str102505,4
60348,mcl256498,5
57276,pet184960,4
95543,tbp173050,5
47080,wcl200387,4
64277,wcl072430,5
43398,acs195017,4
88554,kfa260054,3
47280,wsh070330,4
36190,wcl059787,3
17229,wcl186838,5
10199,bag035461,3
84680,spf259662,3
66995,wcl029276,5
81797,acs062952,3
21151,str223709,4
61466,str193440,4
49380,tvc028194,3
84907,acs095883,4
49125,spf105651,4
15325,acs116439,4
20509,wcl218258,5
76552,mcl209978,5
91212,ggf161701,4
45308,msh051887,3
63888,wcl198116,3
39007,mcl206084,5
61887,app111061,3
80397,tbp125953,4
92503,acs135133,4
61606,app024016,4
92429,acs147797,4
95522,spf053402,5
41759,tvc089359,3
70663,tvc021050,4
29333,app074687,4
94397,app202556,5
81269,msh120539,3
20484,mcl010785,4
26621,bth220593,5
37412,mcl228112,5
19844,bth151146,4
22942,acs236749,4
47042,mcl236596,4
83622,msh159739,4
35715,tvc019881,4
84678,tvc153249,4
68508,bth142205,3
36424,tvc090917,3
17742,mcl109210,4
39716,acs125504,5
13414,acs048936,3
10137,wcl117059,5
38084,mcl250853,3
40487,acs155767,3
36570,tvc247977,3
15789,app109798,4
63369,app206555,3
32903,wcl169330,4
44666,wcl010891,4
85404,kfa109381,5
19953,wcl222955,3
46572,acs112761,4
96316,tvc027265,3
13573,hkt174034,4
28495,wcl187608,3
53340,acs142907,3
71336,acs177243,3
64420,msh035914,3
48153,acs179624,5
96670,tvc128663,5
94712,mcl142622,3
10290,str169776,5
13447,spf256531,4
16508,acs025638,4
76712,wcl260414,5
68131,wcl234006,3
39369,tbp082830,4
30911,mcl119543,3
67652,mcl168076,5
54982,acs236713,4
46815,msh022159,4
85806,bth203351,5
61135,str150610,4
73213,mcl230430,5
61558,tvc110496,5
55913,acs159434,4
75968,wcl153466,4
55210,msh195329,3
73686,cmb260322,5
36601,wcl172224,5
74131,bth181284,4
39592,wcl059933,5
99728,tvc215083,4
73570,str250066,5
70506,acs102225,5
68965,str032622,3
97636,mcl260409,4
56166,mcl104363,3
26992,acs237781,4
57739,ind089297,3
43471,acs168500,5
96686,tvc167577,5
13521,acs116717,5
68658,mcl085443,4
57191,msh099147,3
55372,app039225,3
49046,msh246237,5
26567,kfa254571,5
43935,bag018371,5
50144,acs063602,3
29077,tvc039604,4
87658,bth164143,5
91956,kfa098414,5
33657,acs211914,3
37578,wcl074679,5
77362,wcl233643,4
13620,bag065725,4
26971,acs125640,3
63413,acs021706,3
26660,cmb013967,5
92055,msh135014,3
99642,kfa220354,5
87341,acs056289,4
91107,wcl220866,5
88619,acs045846,4
36639,mcl067541,3
69512,app134986,3
66026,mcl057722,5
90742,hkt240943,4
16363,msh120540,4
49557,acs256146,3
75015,wcl255473,5
52212,bth252419,5
26104,tvc094252,4
97919,spf184664,3
10122,wcl222342,5
31846,bth152656,4
40491,cmb082448,5
82807,hkt033195,5
13618,wcl008322,3
43807,acs030190,3
59494,str136271,4
78372,acs095838,3
86931,app214657,5
21016,msh140706,4
16843,acs016442,4
95570,str170348,4
26930,spf066896,5
15813,tvc230038,4
22622,mcl153565,5
46127,mcl050677,4
45478,msh181047,4
92503,wcl121175,4
98880,acs204317,4
32096,str125738,5
82120,ggf071218,3
36800,acs118812,3
94703,acs175757,4
50773,acs021680,4
93311,tvc113161,5
59668,tvc209974,3
97045,wcl000756,3
68215,acs119428,4
99195,kfa070034,3
88857,tvc119167,4
24583,app072742,4
85050,msh214149,5
90408,msh124014,5
43390,hkt134014,3
21281,app264974,5
62666,tvc017571,3
55419,wcl089771,5
54861,wcl100467,4
77162,mcl034058,4
36541,hkt180977,3
25124,tvc049264,5
66148,tvc016131,5
16825,acs101130,5
48888,acs009024,4
15450,app204327,3
57739,wcl065754,5
42559,acs124594,4
47987,acs115372,3
41325,wcl075936,5
81520,wcl055971,3
74427,wcl209873,4
11346,wcl045375,3
59426,kfa199694,4
40001,ind199688,3
78454,wcl177759,5
16683,acs032150,5
59175,ind162804,4
75768,wcl000564,5
82203,acs220315,5
17237,spf191465,3
98166,mcl019658,3
59630,acs224178,4
86381,mcl110744,5
88086,kfa098925,4
62635,spf081252,3
57455,wcl021147,4
29252,acs009979,4
59494,tvc143515,5
86960,wcl238328,3
63269,tvc126204,5
15043,tvc128338,4
14907,tvc053760,5
48705,acs197188,5
82608,acs168500,5
42119,msh186310,3
39094,str237120,3
28394,mcl013236,3
10241,mcl035594,4
41010,wcl178310,5
42935,msh257941,4
46650,acs141707,5
92084,acs148380,5
75858,bth252018,3
88685,wcl115879,5
63497,wcl164786,4
82761,tvc190764,4
25175,tvc046790,5
39925,acs001801,5
27994,acs227298,3
83622,hkt244724,4
23598,tvc238948,3
10484,spf178968,4
27584,tvc181960,5
44727,str005626,5
20793,app132436,4
79965,acs133312,3
82203,ind019670,3
32096,acs244537,4
38056,tvc070555,4
99405,msh169220,5
99273,acs054837,4
11698,kfa113716,4
30980,wcl235997,5
15863,wcl018148,5
82807,tvc167558,5
94893,tvc227212,5
66809,tvc031660,5
13573,wcl125974,5
63727,acs005647,3
61384,app187690,5
31554,hkt042767,3
28989,wcl017272,3
40818,acs103378,4
22942,mcl013244,3
60843,msh118983,5
23063,acs029170,5
49382,msh148223,4
96296,acs220554,4
17686,tvc004875,3
86934,mcl109246,5
75157,tbp169164,3
80650,str180107,3
95103,acs074740,3
36399,mcl130853,3
61556,msh248550,4
11730,tvc074495,4
15806,wcl185479,5
46163,hkt044594,4
92602,str093656,5
74427,acs137733,3
67736,mcl014386,3
21082,wcl108250,5
53150,acs164035,4
61934,wcl011054,3
96117,msh167082,3
62981,acs169876,5
91682,str259868,5
43106,pet170937,5
80817,msh105578,3
91212,wcl161479,4
91682,kfa263445,4
62876,wcl066763,4
70199,msc004638,4
87462,tbp188160,4
53894,str232528,4
72477,tvc064822,3
43390,str202025,4
94913,str142928,4
87317,wcl014530,3
14599,app146172,3
75741,wcl188707,3
50304,acs245761,5
95846,acs182705,5
80203,wcl160897,3
60438,app187365,4
26788,app138750,4
37349,wcl194873,3
68234,acs237569,4
37412,mcl023287,4
33514,msh107193,3
50259,ind261847,4
43080,wcl102836,5
57332,tvc084734,3
96053,mcl008443,4
31061,mcl202600,5
88351,app054408,4
76576,acs064132,3
22342,acs109028,3
76598,tvc017425,4
36399,msh218784,3
95570,bth060677,5
77702,tvc028115,4
32903,acs215904,3
30158,app214735,3
93974,wcl002915,3
87847,str195457,5
30467,app143665,5
51204,app260902,3
12064,str035855,4
87935,spf220795,5
60718,mcl147203,3
44143,msc011148,4
84191,wcl069865,4
56652,spf024192,5
96826,acs010465,3
73759,acs057310,3
23539,str202744,4
51335,str149188,4
40307,wcl201451,4
67720,msh129499,5
41759,mcl199798,3
96296,tvc186516,4
25585,str247199,5
93532,app178572,3
90389,msh004519,5
75622,msh108598,4
51261,spf205286,3
63524,app173589,3
69512,acs013953,5
29276,str191855,4
25773,tvc108653,4
56376,acs120109,5
44143,acs187354,5
57869,wsh229199,5
50403,str200032,3
42285,acs062461,4
37131,mcl121532,5
77837,wcl095510,5
24894,tvc212183,5
96592,tvc254926,5
93014,wcl088649,5
16221,acs065723,5
68152,wcl265991,5
30980,hkt257812,5
65458,acs175193,3
69717,wcl124068,3
15325,wcl212781,3
69297,msh240603,3
89667,mcl107537,4
94475,tvc194818,4
89667,wcl101101,3
83184,wcl249328,3
85104,tvc119712,5
99273,tvc018456,3
80396,acs138133,4
70960,wcl205588,3
13275,acs098093,3
60060,tvc072300,5
31202,msh127389,5
32488,wcl026674,4
12004,tvc245900,4
96000,msh253099,5
59373,cmb229271,4
90408,acs047245,3
59563,acs092617,3
54586,bth199225,4
89484,msh204286,3
40347,mcl041178,4
73691,acs072140,4
95797,mcl236801,4
95103,tvc139124,5
40211,mcl180359,4
25796,acs003064,3
87886,acs088068,5
32388,str226543,4
18083,hkt228037,4
49265,mcl264156,3
89913,wcl085378,4
40548,mcl187082,3
36175,acs158069,5
77362,acs067730,3
56404,tbp243700,3
95258,wcl152270,5
34705,tvc130646,5
43390,tvc111532,3
36800,tvc254104,4
56032,acs024160,4
67110,wcl084441,5
95419,wcl170870,5
78346,wcl255104,5
51261,bth096134,4
31216,bag068122,5
23807,wcl076848,5
76655,wcl204520,4
71995,tvc115047,5
16683,acs192063,3
